filing_year,filing_period,issue_code,total_spend,quarter,issue_display
2022,fourth_quarter,DOC,160554.74358974356,4,District of Columbia
2023,third_quarter,REL,126439.39393939395,3,Religion
2025,fourth_quarter,UNM,117888.7619047619,4,Unemployment
2024,second_quarter,MON,200000.0,2,Minting/Money/Gold Standard
2023,second_quarter,REL,120123.5294117647,2,Religion
2022,third_quarter,REL,133595.2380952381,3,Religion
2025,fourth_quarter,REL,267083.3333333333,4,Religion
2023,first_quarter,HCR,116131917.40208004,1,Health Issues
2023,second_quarter,AER,6461536.369996081,2,Aerospace
2024,fourth_quarter,HCR,109544886.57034442,4,Health Issues
2023,fourth_quarter,BUD,96084188.07219954,4,Budget/Appropriations
2024,second_quarter,TAX,111082461.25614783,2,Taxation/Internal Revenue Code
2022,first_quarter,SCI,19069441.122597385,1,Science/Technology
2025,third_quarter,TRA,39194573.881890096,3,Transportation
2024,second_quarter,FAM,1550044.9998499053,2,Family issues/Abortion/Adoption
2026,first_quarter,TRU,2549309.9556277054,1,Trucking/Shipping
2022,first_quarter,TRD,56074094.75398333,1,Trade (domestic/foreign)
2022,second_quarter,TEC,33750029.03055637,2,Telecommunications
2026,first_quarter,HCR,129162245.12505518,1,Health Issues
2024,second_quarter,AGR,28438655.980102073,2,Agriculture
2025,second_quarter,HCR,128097875.59864582,2,Health Issues
2022,fourth_quarter,VET,9630637.827852068,4,Veterans
2022,fourth_quarter,SCI,18617839.286419675,4,Science/Technology
2026,first_quarter,MAR,8677615.217687868,1,Marine/Maritime/Boating/Fisheries
2025,first_quarter,BUD,122323602.63886753,1,Budget/Appropriations
2022,fourth_quarter,TRD,49829683.952099144,4,Trade (domestic/foreign)
2025,third_quarter,CAW,8234740.609008208,3,Clean Air and Water (quality)
2023,first_quarter,RET,9843569.579366712,1,Retirement
2023,first_quarter,FOR,12818936.229704605,1,Foreign Relations
2025,third_quarter,DEF,81158850.688141,3,Defense
2025,second_quarter,MAR,8265600.101069623,2,Marine/Maritime/Boating/Fisheries
2024,third_quarter,HOU,13542471.251100406,3,Housing
2024,first_quarter,MMM,70295838.96210031,1,Medicare/Medicaid
2025,second_quarter,FOR,15245737.020450493,2,Foreign Relations
2023,fourth_quarter,ENV,33265083.295324154,4,Environment/Superfund
2025,fourth_quarter,AER,8278777.367432758,4,Aerospace
2022,third_quarter,AER,5797469.494332204,3,Aerospace
2024,second_quarter,FIN,50064243.75132725,2,Financial Institutions/Investments/Securities
2025,third_quarter,ENG,60765947.18956883,3,Energy/Nuclear
2022,first_quarter,MAN,10627525.866203241,1,Manufacturing
2025,first_quarter,GAM,2688821.428571429,1,Gaming/Gambling/Casino
2023,fourth_quarter,CIV,6717788.548349006,4,Civil Rights/Civil Liberties
2022,fourth_quarter,ANI,2663822.120895771,4,Animals
2024,second_quarter,GOV,17035511.801779047,2,Government Issues
2022,second_quarter,TAX,134024881.88422152,2,Taxation/Internal Revenue Code
2022,fourth_quarter,FUE,5863947.456183436,4,Fuel/Gas/Oil
2024,fourth_quarter,CPI,14395662.399159012,4,Computer Industry
2024,third_quarter,CSP,21448973.813119013,3,Consumer Issues/Safety/Products
2025,first_quarter,DIS,5923994.6508615,1,Disaster Planning/Emergencies
2026,first_quarter,TOB,6760750.138750139,1,Tobacco
2025,third_quarter,IMM,17557820.876842793,3,Immigration
2024,second_quarter,FOO,6532403.043897116,2,"Food Industry (safety, labeling, etc.)"
2024,second_quarter,TEC,33680884.46044629,2,Telecommunications
2026,first_quarter,CPI,18969536.848902635,1,Computer Industry
2025,fourth_quarter,INT,5369734.040472685,4,Intelligence
2024,third_quarter,MMM,60921845.83103735,3,Medicare/Medicaid
2023,third_quarter,HOM,19417467.8012534,3,Homeland Security
2024,first_quarter,CSP,20058085.599712215,1,Consumer Issues/Safety/Products
2023,first_quarter,CPT,25099120.169394907,1,Copyright/Patent/Trademark
2025,first_quarter,MED,5130270.519623371,1,Medical/Disease Research/Clinical Labs
2022,second_quarter,GOV,20797136.07713896,2,Government Issues
2025,second_quarter,CPI,16595953.044456802,2,Computer Industry
2025,third_quarter,COM,12761681.384504383,3,Communications/Broadcasting/Radio/TV
2025,third_quarter,LBR,28084325.281745747,3,Labor Issues/Antitrust/Workplace
2023,first_quarter,TOB,5871912.713675214,1,Tobacco
2023,fourth_quarter,MED,5368439.429307827,4,Medical/Disease Research/Clinical Labs
2025,first_quarter,CIV,6929032.33982198,1,Civil Rights/Civil Liberties
2024,second_quarter,AVI,17675728.256979827,2,Aviation/Airlines/Airports
2024,fourth_quarter,CPT,24377202.42350519,4,Copyright/Patent/Trademark
2025,fourth_quarter,PHA,17093464.531448945,4,Pharmacy
2025,fourth_quarter,HOM,23497439.663971636,4,Homeland Security
2023,third_quarter,PHA,15787691.94997225,3,Pharmacy
2022,second_quarter,AGR,20615025.980648335,2,Agriculture
2024,first_quarter,HOU,12703977.373971498,1,Housing
2025,first_quarter,WEL,768650.8008658008,1,Welfare
2025,first_quarter,FIR,3856583.8737445893,1,Firearms/Guns/Ammunition
2026,first_quarter,CPT,30898168.158938132,1,Copyright/Patent/Trademark
2025,fourth_quarter,TOU,3334140.2877142853,4,Travel/Tourism
2023,fourth_quarter,DIS,3978912.4100176087,4,Disaster Planning/Emergencies
2023,first_quarter,APP,526506.9507936508,1,Apparel/Clothing Industry/Textiles
2024,fourth_quarter,FOR,12410216.886006884,4,Foreign Relations
2022,first_quarter,VET,7938177.092673709,1,Veterans
2023,fourth_quarter,REL,173109.52380952382,4,Religion
2022,second_quarter,AVI,13298554.641585482,2,Aviation/Airlines/Airports
2025,second_quarter,RET,11468901.103567807,2,Retirement
2022,second_quarter,FIN,43687064.57521989,2,Financial Institutions/Investments/Securities
2022,fourth_quarter,SPO,1635504.7651606873,4,Sports/Athletics
2024,third_quarter,URB,3243634.6220944514,3,Urban Development/Municipalities
2025,third_quarter,LAW,11600557.517656134,3,Law Enforcement/Crime/Criminal Justice
2025,first_quarter,ENV,34992973.690410815,1,Environment/Superfund
2025,second_quarter,APP,487386.1099567099,2,Apparel/Clothing Industry/Textiles
2022,third_quarter,HOM,20056274.55436424,3,Homeland Security
2022,first_quarter,ANI,2299371.61192046,1,Animals
2024,fourth_quarter,MAR,7492585.729617853,4,Marine/Maritime/Boating/Fisheries
2023,first_quarter,MAR,7898223.802234992,1,Marine/Maritime/Boating/Fisheries
2024,first_quarter,URB,3110610.6738816737,1,Urban Development/Municipalities
2025,first_quarter,ADV,2774495.26040626,1,Advertising
2025,second_quarter,CPT,25418201.874690615,2,Copyright/Patent/Trademark
2024,first_quarter,TOR,2273641.558636174,1,Torts
2025,second_quarter,TOB,6969055.7161022555,2,Tobacco
2022,third_quarter,INT,3758034.8015987314,3,Intelligence
2022,fourth_quarter,MAN,10358770.36233701,4,Manufacturing
2025,third_quarter,RRR,4516450.328287736,3,Railroads
2024,second_quarter,TAR,2253198.605971076,2,Tariff (miscellaneous tariff bills)
2026,first_quarter,FOR,18463765.862433173,1,Foreign Relations
2022,second_quarter,IND,5591786.405013232,2,Indian/Native American Affairs
2024,second_quarter,IND,6835398.595376845,2,Indian/Native American Affairs
2025,third_quarter,SMB,8805645.903439907,3,Small Business
2025,second_quarter,ACC,2905353.4953102455,2,Accounting
2025,first_quarter,ART,1358367.0772560772,1,Arts/Entertainment
2022,fourth_quarter,BNK,2024572.4206349205,4,Bankruptcy
2023,fourth_quarter,UTI,3771893.7643421935,4,Utilities
2024,third_quarter,ROD,1722869.3949814076,3,Roads/Highway
2025,second_quarter,MON,259348.48484848486,2,Minting/Money/Gold Standard
2023,second_quarter,HOM,20319549.9938085,2,Homeland Security
2022,fourth_quarter,CDT,1632558.1722199367,4,Commodities (big ticket)
2025,third_quarter,RES,3826412.0406090645,3,Real Estate/Land Use/Conservation
2025,second_quarter,TRU,2637920.391247641,2,Trucking/Shipping
2026,first_quarter,ACC,2266277.31092437,1,Accounting
2023,first_quarter,CPI,15297056.15737516,1,Computer Industry
2023,third_quarter,AER,6567529.042294373,3,Aerospace
2023,third_quarter,TOU,3377449.647504456,3,Travel/Tourism
2022,second_quarter,FAM,1569455.4062079526,2,Family issues/Abortion/Adoption
2023,third_quarter,INT,3663469.6771505703,3,Intelligence
2024,second_quarter,AUT,9664960.217434611,2,Automotive Industry
2023,fourth_quarter,ART,1360969.9389499389,4,Arts/Entertainment
2025,fourth_quarter,POS,2756617.3150679735,4,Postal
2023,fourth_quarter,GAM,2185546.6666666665,4,Gaming/Gambling/Casino
2024,fourth_quarter,TOB,5629387.366522366,4,Tobacco
2024,second_quarter,MIA,2145851.1904761903,2,Media (information/publishing)
2023,third_quarter,POS,2515038.7764940374,3,Postal
2025,first_quarter,UNM,493424.7303174604,1,Unemployment
2022,second_quarter,FOO,6180843.580029938,2,"Food Industry (safety, labeling, etc.)"
2023,second_quarter,PHA,14069372.026177416,2,Pharmacy
2022,third_quarter,PHA,12785404.08753077,3,Pharmacy
2022,third_quarter,TOU,3786686.5063365754,3,Travel/Tourism
2024,fourth_quarter,MON,135666.66666666666,4,Minting/Money/Gold Standard
2022,second_quarter,TAR,2365582.57118529,2,Tariff (miscellaneous tariff bills)
2025,first_quarter,ALC,1593033.344720497,1,Alcohol and Drug Abuse
2024,third_quarter,TOR,1938056.2822022454,3,Torts
2024,first_quarter,ROD,1686551.2521076147,1,Roads/Highway
2022,first_quarter,FUE,6832430.880653152,1,Fuel/Gas/Oil
2025,first_quarter,UTI,4055698.3445165944,1,Utilities
2024,fourth_quarter,RET,10789099.679800548,4,Retirement
2023,second_quarter,POS,3014575.437075002,2,Postal
2026,first_quarter,RET,11038816.376696145,1,Retirement
2024,fourth_quarter,APP,941971.0815295816,4,Apparel/Clothing Industry/Textiles
2022,second_quarter,BEV,1784093.3167420817,2,Beverage Industry
2023,fourth_quarter,ALC,1525048.1263736263,4,Alcohol and Drug Abuse
2022,second_quarter,AUT,7488930.797905933,2,Automotive Industry
2022,first_quarter,SPO,1749996.6527459468,1,Sports/Athletics
2023,second_quarter,TOU,3410127.1993700746,2,Travel/Tourism
2024,second_quarter,BEV,1495911.8534798534,2,Beverage Industry
2024,fourth_quarter,ACC,2063320.0191197693,4,Accounting
2023,first_quarter,TRU,2591889.6264502164,1,Trucking/Shipping
2024,fourth_quarter,TRU,2907536.3419635925,4,Trucking/Shipping
2022,third_quarter,POS,3514476.552222377,3,Postal
2023,second_quarter,INT,2990690.721257194,2,Intelligence
2023,fourth_quarter,UNM,277610.7950937951,4,Unemployment
2026,first_quarter,APP,399261.9148629149,1,Apparel/Clothing Industry/Textiles
2022,second_quarter,MIA,1350880.9345238097,2,Media (information/publishing)
2024,first_quarter,CON,930929.9963004196,1,Constitution
2025,third_quarter,WAS,1366859.6960349593,3,Waste (hazardous/solid/interstate/nuclear)
2023,fourth_quarter,FIR,3506256.9642857146,4,Firearms/Guns/Ammunition
2023,fourth_quarter,WEL,1165124.2538678714,4,Welfare
2023,first_quarter,ACC,3051726.8174603176,1,Accounting
2023,fourth_quarter,ADV,2028068.7799043062,4,Advertising
2022,first_quarter,BNK,2252430.635777884,1,Bankruptcy
2022,first_quarter,CDT,1506045.0520068167,1,Commodities (big ticket)
2024,third_quarter,CON,832023.3719678154,3,Constitution
2023,first_quarter,MON,99333.33333333334,1,Minting/Money/Gold Standard
2026,first_quarter,MON,657067.3542144131,1,Minting/Money/Gold Standard
2025,first_quarter,REL,241166.66666666666,1,Religion
2023,second_quarter,LBR,30426100.35382141,2,Labor Issues/Antitrust/Workplace
2024,first_quarter,BUD,104968171.64756572,1,Budget/Appropriations
2023,second_quarter,DEF,62686068.60884642,2,Defense
2022,fourth_quarter,HCR,109889766.27397595,4,Health Issues
2024,fourth_quarter,VET,12278450.328566646,4,Veterans
2025,second_quarter,TRD,87791934.43174088,2,Trade (domestic/foreign)
2023,third_quarter,LAW,9733726.120891854,3,Law Enforcement/Crime/Criminal Justice
2023,third_quarter,IMM,14588865.187064938,3,Immigration
2022,first_quarter,HCR,117087955.19496556,1,Health Issues
2022,second_quarter,EDU,20634493.77576827,2,Education
2022,second_quarter,CHM,4521923.487938206,2,Chemicals/Chemical Industry
2022,second_quarter,ECN,7623840.722700671,2,Economics/Economic Development
2023,first_quarter,SCI,18642399.920113716,1,Science/Technology
2026,first_quarter,MAN,20307409.01742652,1,Manufacturing
2022,first_quarter,CPT,27814699.303547706,1,Copyright/Patent/Trademark
2026,first_quarter,TRD,99911233.35120557,1,Trade (domestic/foreign)
2024,third_quarter,BUD,98746955.48013422,3,Budget/Appropriations
2024,third_quarter,GAM,2159593.873015873,3,Gaming/Gambling/Casino
2022,third_quarter,DEF,52492004.24054603,3,Defense
2022,fourth_quarter,TOB,5489080.980326373,4,Tobacco
2024,first_quarter,ENV,35143897.219455816,1,Environment/Superfund
2026,first_quarter,SCI,30853069.716456726,1,Science/Technology
2025,fourth_quarter,CAW,9140300.061903615,4,Clean Air and Water (quality)
2025,fourth_quarter,TRA,43495757.818932965,4,Transportation
2025,fourth_quarter,ENG,64279367.766720556,4,Energy/Nuclear
2023,third_quarter,SMB,9184320.050163494,3,Small Business
2023,third_quarter,LBR,29230431.26456638,3,Labor Issues/Antitrust/Workplace
2022,third_quarter,LBR,30953439.252616495,3,Labor Issues/Antitrust/Workplace
2022,third_quarter,SMB,11952183.877404623,3,Small Business
2025,fourth_quarter,DEF,81827248.84584141,4,Defense
2025,third_quarter,HOM,22834263.883166548,3,Homeland Security
2025,first_quarter,CSP,20749981.671027604,1,Consumer Issues/Safety/Products
2025,first_quarter,HOU,12359190.347898453,1,Housing
2023,third_quarter,DEF,57850410.34320188,3,Defense
2022,second_quarter,NAT,13150683.07325975,2,Natural Resources
2024,fourth_quarter,TRD,58381785.212845474,4,Trade (domestic/foreign)
2022,first_quarter,MAR,7628877.461067104,1,Marine/Maritime/Boating/Fisheries
2022,third_quarter,TRA,42233671.079816386,3,Transportation
2024,fourth_quarter,MAN,12307790.857228918,4,Manufacturing
2023,third_quarter,CAW,7775625.324196303,3,Clean Air and Water (quality)
2023,first_quarter,TRD,54359227.45487425,1,Trade (domestic/foreign)
2022,fourth_quarter,CPT,25972973.235121198,4,Copyright/Patent/Trademark
2022,fourth_quarter,FOR,11437247.10641939,4,Foreign Relations
2024,second_quarter,EDU,22904241.91055942,2,Education
2024,third_quarter,ENV,32312433.664679985,3,Environment/Superfund
2023,first_quarter,SPO,1984684.353232617,1,Sports/Athletics
2022,third_quarter,CAW,8590053.750587696,3,Clean Air and Water (quality)
2025,first_quarter,MMM,72933120.89822909,1,Medicare/Medicaid
2024,second_quarter,BAN,25529467.2948174,2,Banking
2024,first_quarter,MED,5864364.8127861265,1,Medical/Disease Research/Clinical Labs
2024,first_quarter,DIS,3783759.645433015,1,Disaster Planning/Emergencies
2024,first_quarter,ALC,1586247.9305433456,1,Alcohol and Drug Abuse
2023,fourth_quarter,MMM,64414820.07767138,4,Medicare/Medicaid
2023,third_quarter,TRA,39936949.19953439,3,Transportation
2022,third_quarter,ENG,42590841.740431845,3,Energy/Nuclear
2022,fourth_quarter,MAR,7213648.062483079,4,Marine/Maritime/Boating/Fisheries
2024,third_quarter,DIS,3898387.565448943,3,Disaster Planning/Emergencies
2025,fourth_quarter,LBR,28250308.874307368,4,Labor Issues/Antitrust/Workplace
2023,third_quarter,ENG,46228299.454257905,3,Energy/Nuclear
2025,second_quarter,MAN,16800162.030977946,2,Manufacturing
2026,first_quarter,FUE,6638622.015500288,1,Fuel/Gas/Oil
2022,second_quarter,INS,13923585.820469318,2,Insurance
2022,first_quarter,RET,10382702.118926637,1,Retirement
2025,second_quarter,SCI,25828040.935692295,2,Science/Technology
2023,fourth_quarter,CSP,19738119.570806928,4,Consumer Issues/Safety/Products
2022,third_quarter,IMM,15657643.261881065,3,Immigration
2023,second_quarter,ENG,48919905.51048125,2,Energy/Nuclear
2023,second_quarter,TRA,41293462.10114851,2,Transportation
2023,second_quarter,IMM,15934551.679554485,2,Immigration
2023,first_quarter,VET,11864297.435529776,1,Veterans
2023,first_quarter,ANI,2536850.017031455,1,Animals
2023,second_quarter,CAW,8368776.596097663,2,Clean Air and Water (quality)
2025,second_quarter,ANI,4235702.605527805,2,Animals
2026,first_quarter,VET,14551835.843761306,1,Veterans
2023,second_quarter,COM,14183028.118358102,2,Communications/Broadcasting/Radio/TV
2023,second_quarter,LAW,10379325.827454537,2,Law Enforcement/Crime/Criminal Justice
2022,first_quarter,FOR,12519998.120015452,1,Foreign Relations
2025,fourth_quarter,COM,14434266.473615274,4,Communications/Broadcasting/Radio/TV
2025,fourth_quarter,IMM,18781186.9190649,4,Immigration
2025,fourth_quarter,RES,3966506.5326276664,4,Real Estate/Land Use/Conservation
2023,fourth_quarter,HOU,12308378.108991988,4,Housing
2024,third_quarter,UTI,3716646.2527720816,3,Utilities
2024,third_quarter,ART,1392818.9464840714,3,Arts/Entertainment
2026,first_quarter,SPO,4324863.705278056,1,Sports/Athletics
2023,fourth_quarter,ROD,1570574.209870685,4,Roads/Highway
2023,first_quarter,MAN,11981428.898579169,1,Manufacturing
2024,second_quarter,NAT,15784614.701112675,2,Natural Resources
2024,second_quarter,ECN,6987776.150952186,2,Economics/Economic Development
2025,second_quarter,FUE,6742878.743513895,2,Fuel/Gas/Oil
2022,second_quarter,BAN,23135996.00480375,2,Banking
2025,first_quarter,URB,3289016.0533910533,1,Urban Development/Municipalities
2022,third_quarter,RES,2498754.2422466422,3,Real Estate/Land Use/Conservation
2025,second_quarter,VET,13768267.684723478,2,Veterans
2025,fourth_quarter,SMB,9861528.439988974,4,Small Business
2025,third_quarter,PHA,17155000.558928326,3,Pharmacy
2022,first_quarter,TOB,5398341.32987013,1,Tobacco
2022,third_quarter,LAW,8012941.306013216,3,Law Enforcement/Crime/Criminal Justice
2025,second_quarter,SPO,3305770.1553613055,2,Sports/Athletics
2023,second_quarter,SMB,9155123.38475325,2,Small Business
2024,fourth_quarter,SCI,22553224.135958917,4,Science/Technology
2024,third_quarter,MED,5365479.646364747,3,Medical/Disease Research/Clinical Labs
2024,second_quarter,INS,14256555.138880856,2,Insurance
2022,fourth_quarter,TRU,2087877.667676768,4,Trucking/Shipping
2024,first_quarter,REL,167916.66666666666,1,Religion
2024,third_quarter,CIV,8263399.069858594,3,Civil Rights/Civil Liberties
2023,second_quarter,RRR,4387238.692633053,2,Railroads
2023,fourth_quarter,URB,3128048.705627706,4,Urban Development/Municipalities
2022,third_quarter,RRR,3010836.2250233428,3,Railroads
2023,first_quarter,FUE,7048609.40792093,1,Fuel/Gas/Oil
2025,fourth_quarter,LAW,11263788.937541638,4,Law Enforcement/Crime/Criminal Justice
2025,first_quarter,ROD,1939206.2329334556,1,Roads/Highway
2022,first_quarter,CPI,13209439.868060004,1,Computer Industry
2022,first_quarter,TRU,2894246.0505401646,1,Trucking/Shipping
2023,second_quarter,RES,2624337.6855712915,2,Real Estate/Land Use/Conservation
2024,first_quarter,CIV,7482980.256269185,1,Civil Rights/Civil Liberties
2025,third_quarter,TOU,3228369.4886002885,3,Travel/Tourism
2026,first_quarter,CDT,1903164.3356643356,1,Commodities (big ticket)
2025,third_quarter,AER,8288089.045025559,3,Aerospace
2023,third_quarter,RRR,4097115.959808819,3,Railroads
2025,fourth_quarter,RRR,4489129.253856962,4,Railroads
2023,fourth_quarter,CON,761196.0330893091,4,Constitution
2024,third_quarter,ALC,1367433.9634981684,3,Alcohol and Drug Abuse
2024,third_quarter,FIR,3885164.688311688,3,Firearms/Guns/Ammunition
2024,second_quarter,CHM,6664903.625268426,2,Chemicals/Chemical Industry
2024,fourth_quarter,SPO,2463026.3507495774,4,Sports/Athletics
2022,fourth_quarter,CPI,12749578.707805376,4,Computer Industry
2024,fourth_quarter,ANI,2657110.099352608,4,Animals
2026,first_quarter,ANI,3421893.8797265477,1,Animals
2022,third_quarter,COM,11813973.233376494,3,Communications/Broadcasting/Radio/TV
2023,fourth_quarter,TOR,2536451.319484868,4,Torts
2025,third_quarter,INT,4724692.507936507,3,Intelligence
2024,first_quarter,GAM,2275859.0,1,Gaming/Gambling/Casino
2023,third_quarter,RES,2686568.7709901216,3,Real Estate/Land Use/Conservation
2024,first_quarter,ART,1437220.181263181,1,Arts/Entertainment
2022,first_quarter,ACC,2506432.157796452,1,Accounting
2024,fourth_quarter,FUE,6968904.501098688,4,Fuel/Gas/Oil
2026,first_quarter,BNK,1064519.4588235295,1,Bankruptcy
2024,first_quarter,UTI,3794326.0186611633,1,Utilities
2022,third_quarter,WAS,1720322.5079365077,3,Waste (hazardous/solid/interstate/nuclear)
2025,second_quarter,CDT,1502568.7645687647,2,Commodities (big ticket)
2025,third_quarter,POS,2647512.629767893,3,Postal
2024,third_quarter,WEL,686355.4423583029,3,Welfare
2022,fourth_quarter,APP,718067.7317460317,4,Apparel/Clothing Industry/Textiles
2025,fourth_quarter,WAS,1444951.6295867874,4,Waste (hazardous/solid/interstate/nuclear)
2024,first_quarter,FIR,3747043.413506493,1,Firearms/Guns/Ammunition
2022,fourth_quarter,RET,11441683.877810951,4,Retirement
2023,third_quarter,COM,14490567.662022682,3,Communications/Broadcasting/Radio/TV
2024,fourth_quarter,CDT,1754919.4416694418,4,Commodities (big ticket)
2024,first_quarter,ADV,2415109.0510366824,1,Advertising
2023,second_quarter,WAS,1209833.1268398268,2,Waste (hazardous/solid/interstate/nuclear)
2024,third_quarter,REL,195916.66666666666,3,Religion
2023,first_quarter,CDT,1636009.8724804607,1,Commodities (big ticket)
2024,first_quarter,WEL,658558.5199824331,1,Welfare
2024,fourth_quarter,BNK,1013302.0451770452,4,Bankruptcy
2023,first_quarter,BNK,1869367.2438672436,1,Bankruptcy
2025,first_quarter,TOR,2314666.418704643,1,Torts
2025,first_quarter,CON,906446.0654718089,1,Constitution
2022,fourth_quarter,ACC,2634787.920812325,4,Accounting
2024,third_quarter,UNM,213788.30214230213,3,Unemployment
2025,second_quarter,BNK,1220344.2641424388,2,Bankruptcy
2022,first_quarter,APP,499165.86630036635,1,Apparel/Clothing Industry/Textiles
2022,first_quarter,MON,192938.04444444444,1,Minting/Money/Gold Standard
2024,third_quarter,ADV,2290326.8551623817,3,Advertising
2024,first_quarter,UNM,332777.8678397626,1,Unemployment
2023,third_quarter,WAS,1244731.722943723,3,Waste (hazardous/solid/interstate/nuclear)
2022,fourth_quarter,MON,232334.79047619048,4,Minting/Money/Gold Standard
2024,second_quarter,DOC,136202.80112044816,2,District of Columbia
2022,second_quarter,DOC,182935.93772893772,2,District of Columbia
2025,fourth_quarter,HCR,127972211.29019701,4,Health Issues
2023,third_quarter,FOR,12713398.137420673,3,Foreign Relations
2022,fourth_quarter,COM,13639748.488909848,4,Communications/Broadcasting/Radio/TV
2023,third_quarter,CPI,14088498.873027708,3,Computer Industry
2024,second_quarter,BUD,105709064.80322094,2,Budget/Appropriations
2022,third_quarter,HCR,111088066.65182438,3,Health Issues
2022,fourth_quarter,DEF,53476894.78385969,4,Defense
2025,fourth_quarter,CPI,18041090.344855145,4,Computer Industry
2024,second_quarter,ENV,30663299.418226544,2,Environment/Superfund
2022,first_quarter,COM,13762061.557993073,1,Communications/Broadcasting/Radio/TV
2022,first_quarter,DEF,48245356.84486175,1,Defense
2022,first_quarter,IMM,17182027.16640703,1,Immigration
2022,second_quarter,BUD,115352487.75665706,2,Budget/Appropriations
2022,fourth_quarter,ENG,44808180.2675783,4,Energy/Nuclear
2024,fourth_quarter,PHA,14964094.528782327,4,Pharmacy
2025,first_quarter,GOV,19719009.63868271,1,Government Issues
2026,first_quarter,PHA,18548746.88883205,1,Pharmacy
2024,third_quarter,NAT,15058426.266577432,3,Natural Resources
2022,first_quarter,TRA,40760495.010434866,1,Transportation
2022,first_quarter,LAW,8376126.50647134,1,Law Enforcement/Crime/Criminal Justice
2024,first_quarter,CHM,5642292.490762006,1,Chemicals/Chemical Industry
2026,first_quarter,AER,9240195.512113035,1,Aerospace
2026,first_quarter,HOM,23435188.57354973,1,Homeland Security
2023,second_quarter,FOR,17343102.591034964,2,Foreign Relations
2022,third_quarter,TRU,1986228.9805650231,3,Trucking/Shipping
2023,second_quarter,HCR,107949804.25809805,2,Health Issues
2022,fourth_quarter,TRA,40768977.59293646,4,Transportation
2023,third_quarter,HCR,109145817.92735104,3,Health Issues
2023,third_quarter,TOB,5034974.81035631,3,Tobacco
2025,first_quarter,TEC,36432573.95346705,1,Telecommunications
2025,first_quarter,TAX,151120508.13385877,1,Taxation/Internal Revenue Code
2024,third_quarter,BAN,27293843.167584315,3,Banking
2024,third_quarter,EDU,22208805.4293332,3,Education
2026,first_quarter,TOU,3520913.117460318,1,Travel/Tourism
2022,first_quarter,RES,2548136.9009294626,1,Real Estate/Land Use/Conservation
2023,first_quarter,HOM,21042748.262841668,1,Homeland Security
2025,fourth_quarter,CPT,25833197.08171697,4,Copyright/Patent/Trademark
2023,fourth_quarter,TEC,34113320.312882,4,Telecommunications
2025,second_quarter,HOM,21561814.069489025,2,Homeland Security
2025,first_quarter,IND,8824507.99753435,1,Indian/Native American Affairs
2022,fourth_quarter,IMM,15972846.75627448,4,Immigration
2022,fourth_quarter,LAW,9264054.17037985,4,Law Enforcement/Crime/Criminal Justice
2025,third_quarter,MAN,17075331.702054415,3,Manufacturing
2022,second_quarter,ENV,27990122.960475296,2,Environment/Superfund
2024,second_quarter,UTI,3745705.3114356403,2,Utilities
2024,fourth_quarter,HOM,22003078.658647586,4,Homeland Security
2025,third_quarter,SCI,28228010.102324113,3,Science/Technology
2024,third_quarter,CHM,6272280.96391691,3,Chemicals/Chemical Industry
2022,first_quarter,SMB,11308618.317406876,1,Small Business
2022,third_quarter,RET,10837254.774107825,3,Retirement
2024,first_quarter,NAT,17092730.79519509,1,Natural Resources
2023,fourth_quarter,FIN,51979646.98684954,4,Financial Institutions/Investments/Securities
2025,first_quarter,FOO,8043536.2933950825,1,"Food Industry (safety, labeling, etc.)"
2025,first_quarter,AGR,29494780.027741335,1,Agriculture
2025,fourth_quarter,FOR,15471393.394159166,4,Foreign Relations
2022,second_quarter,ART,1386042.7875457874,2,Arts/Entertainment
2022,second_quarter,CIV,8602427.590367597,2,Civil Rights/Civil Liberties
2024,first_quarter,INS,17217459.66402537,1,Insurance
2024,first_quarter,ECN,7473750.872163104,1,Economics/Economic Development
2024,first_quarter,EDU,23734689.885779172,1,Education
2025,second_quarter,PHA,17114516.38580863,2,Pharmacy
2022,fourth_quarter,SMB,10857691.014592918,4,Small Business
2023,fourth_quarter,TAX,111129791.77546075,4,Taxation/Internal Revenue Code
2025,first_quarter,MIA,2294991.8831168828,1,Media (information/publishing)
2022,fourth_quarter,LBR,31071263.408290595,4,Labor Issues/Antitrust/Workplace
2022,first_quarter,ENG,42280058.362996556,1,Energy/Nuclear
2022,second_quarter,UTI,3560137.294953412,2,Utilities
2022,third_quarter,CPT,27054333.21946011,3,Copyright/Patent/Trademark
2025,third_quarter,TRD,88047756.1934123,3,Trade (domestic/foreign)
2023,second_quarter,ACC,2758669.3611111115,2,Accounting
2022,third_quarter,CPI,12980082.282475267,3,Computer Industry
2023,fourth_quarter,AVI,18860552.26587337,4,Aviation/Airlines/Airports
2025,fourth_quarter,MAR,8615138.129839603,4,Marine/Maritime/Boating/Fisheries
2023,fourth_quarter,AGR,27291602.71134476,4,Agriculture
2022,second_quarter,MED,6212292.747973472,2,Medical/Disease Research/Clinical Labs
2022,third_quarter,ACC,2313934.5329505135,3,Accounting
2024,second_quarter,ART,1261161.456264846,2,Arts/Entertainment
2025,first_quarter,FAM,1442632.69590787,1,Family issues/Abortion/Adoption
2023,first_quarter,PHA,16303093.141841736,1,Pharmacy
2022,second_quarter,DIS,6836275.759709267,2,Disaster Planning/Emergencies
2025,first_quarter,FIN,60995498.715176605,1,Financial Institutions/Investments/Securities
